NAME,GEO_ID,B19013_001E,B19013_001M,NAME,B19013_001EA,B19013_001MA,zip code tabulation area
ZCTA5 95445,8600000US95445,48880,10531,ZCTA5 95445,,,95445
ZCTA5 95449,8600000US95449,50000,18176,ZCTA5 95449,,,95449
ZCTA5 95466,8600000US95466,61250,12392,ZCTA5 95466,,,95466
ZCTA5 95490,8600000US95490,42326,10576,ZCTA5 95490,,,95490
ZCTA5 95551,8600000US95551,37155,16277,ZCTA5 95551,,,95551
ZCTA5 95562,8600000US95562,35061,7595,ZCTA5 95562,,,95562
ZCTA5 95587,8600000US95587,-666666666,-222222222,ZCTA5 95587,-,**,95587
ZCTA5 95601,8600000US95601,-666666666,-222222222,ZCTA5 95601,-,**,95601
ZCTA5 95620,8600000US95620,74053,4933,ZCTA5 95620,,,95620
ZCTA5 95448,8600000US95448,78515,3994,ZCTA5 95448,,,95448
ZCTA5 95974,8600000US95974,-666666666,-222222222,ZCTA5 95974,-,**,95974
ZCTA5 95005,8600000US95005,76250,10633,ZCTA5 95005,,,95005
ZCTA5 95008,8600000US95008,106536,3776,ZCTA5 95008,,,95008
ZCTA5 95018,8600000US95018,96651,10429,ZCTA5 95018,,,95018
ZCTA5 95020,8600000US95020,90144,4560,ZCTA5 95020,,,95020
ZCTA5 95041,8600000US95041,55845,18892,ZCTA5 95041,,,95041
ZCTA5 95051,8600000US95051,113021,4013,ZCTA5 95051,,,95051
ZCTA5 95064,8600000US95064,44444,12537,ZCTA5 95064,,,95064
ZCTA5 95065,8600000US95065,91957,10726,ZCTA5 95065,,,95065
ZCTA5 95110,8600000US95110,76250,6581,ZCTA5 95110,,,95110
ZCTA5 95111,8600000US95111,66549,2720,ZCTA5 95111,,,95111
ZCTA5 95124,8600000US95124,131250,6564,ZCTA5 95124,,,95124
ZCTA5 95125,8600000US95125,114386,6618,ZCTA5 95125,,,95125
ZCTA5 95131,8600000US95131,114675,11636,ZCTA5 95131,,,95131
ZCTA5 95133,8600000US95133,79043,3793,ZCTA5 95133,,,95133
ZCTA5 95215,8600000US95215,45441,5321,ZCTA5 95215,,,95215
ZCTA5 95223,8600000US95223,57083,7400,ZCTA5 95223,,,95223
ZCTA5 95224,8600000US95224,19000,18375,ZCTA5 95224,,,95224
ZCTA5 95303,8600000US95303,51364,17835,ZCTA5 95303,,,95303
ZCTA5 95318,8600000US95318,86250,41020,ZCTA5 95318,,,95318
ZCTA5 95321,8600000US95321,47781,5327,ZCTA5 95321,,,95321
ZCTA5 95327,8600000US95327,53389,8306,ZCTA5 95327,,,95327
ZCTA5 95340,8600000US95340,51275,3371,ZCTA5 95340,,,95340
ZCTA5 95348,8600000US95348,42651,3785,ZCTA5 95348,,,95348
ZCTA5 95571,8600000US95571,32092,18155,ZCTA5 95571,,,95571
ZCTA5 95240,8600000US95240,44499,2283,ZCTA5 95240,,,95240
ZCTA5 95323,8600000US95323,62125,7348,ZCTA5 95323,,,95323
ZCTA5 95465,8600000US95465,63036,13615,ZCTA5 95465,,,95465
ZCTA5 95672,8600000US95672,95524,15588,ZCTA5 95672,,,95672
ZCTA5 95834,8600000US95834,57296,6374,ZCTA5 95834,,,95834
ZCTA5 95460,8600000US95460,51018,5472,ZCTA5 95460,,,95460
ZCTA5 95494,8600000US95494,-666666666,-222222222,ZCTA5 95494,-,**,95494
ZCTA5 95527,8600000US95527,37250,9493,ZCTA5 95527,,,95527
ZCTA5 95585,8600000US95585,27656,12874,ZCTA5 95585,,,95585
ZCTA5 95615,8600000US95615,57880,16724,ZCTA5 95615,,,95615
ZCTA5 95692,8600000US95692,69953,7616,ZCTA5 95692,,,95692
ZCTA5 95742,8600000US95742,113718,11494,ZCTA5 95742,,,95742
ZCTA5 95961,8600000US95961,51803,2551,ZCTA5 95961,,,95961
ZCTA5 95366,8600000US95366,81570,5811,ZCTA5 95366,,,95366
ZCTA5 95367,8600000US95367,64756,3837,ZCTA5 95367,,,95367
ZCTA5 95374,8600000US95374,44667,10349,ZCTA5 95374,,,95374
ZCTA5 95382,8600000US95382,67416,3775,ZCTA5 95382,,,95382
ZCTA5 95439,8600000US95439,59141,42286,ZCTA5 95439,,,95439
ZCTA5 95444,8600000US95444,59000,33576,ZCTA5 95444,,,95444
ZCTA5 95121,8600000US95121,94818,5448,ZCTA5 95121,,,95121
ZCTA5 95665,8600000US95665,68388,13734,ZCTA5 95665,,,95665
ZCTA5 95677,8600000US95677,81223,3763,ZCTA5 95677,,,95677
ZCTA5 95691,8600000US95691,69849,2817,ZCTA5 95691,,,95691
ZCTA5 95461,8600000US95461,45800,12722,ZCTA5 95461,,,95461
ZCTA5 95542,8600000US95542,31458,7470,ZCTA5 95542,,,95542
ZCTA5 95543,8600000US95543,51477,29638,ZCTA5 95543,,,95543
ZCTA5 95547,8600000US95547,66667,18794,ZCTA5 95547,,,95547
ZCTA5 95549,8600000US95549,61000,19765,ZCTA5 95549,,,95549
ZCTA5 95554,8600000US95554,56944,13678,ZCTA5 95554,,,95554
ZCTA5 95558,8600000US95558,50313,21909,ZCTA5 95558,,,95558
ZCTA5 95565,8600000US95565,40962,10713,ZCTA5 95565,,,95565
ZCTA5 95568,8600000US95568,43438,8856,ZCTA5 95568,,,95568
ZCTA5 95605,8600000US95605,42450,5939,ZCTA5 95605,,,95605
ZCTA5 95618,8600000US95618,85354,5364,ZCTA5 95618,,,95618
ZCTA5 95625,8600000US95625,57786,51131,ZCTA5 95625,,,95625
ZCTA5 95626,8600000US95626,58108,11383,ZCTA5 95626,,,95626
ZCTA5 95627,8600000US95627,61411,6314,ZCTA5 95627,,,95627
ZCTA5 95632,8600000US95632,68795,3651,ZCTA5 95632,,,95632
ZCTA5 95651,8600000US95651,77759,16113,ZCTA5 95651,,,95651
ZCTA5 95653,8600000US95653,59583,48282,ZCTA5 95653,,,95653
ZCTA5 95655,8600000US95655,78375,11787,ZCTA5 95655,,,95655
ZCTA5 95698,8600000US95698,39706,18939,ZCTA5 95698,,,95698
ZCTA5 95435,8600000US95435,-666666666,-222222222,ZCTA5 95435,-,**,95435
ZCTA5 95013,8600000US95013,51500,23889,ZCTA5 95013,,,95013
ZCTA5 95319,8600000US95319,28861,4166,ZCTA5 95319,,,95319
ZCTA5 95148,8600000US95148,120088,6576,ZCTA5 95148,,,95148
ZCTA5 95073,8600000US95073,86169,7954,ZCTA5 95073,,,95073
ZCTA5 95139,8600000US95139,125855,11521,ZCTA5 95139,,,95139
ZCTA5 95341,8600000US95341,34315,1411,ZCTA5 95341,,,95341
ZCTA5 95604,8600000US95604,138654,79425,ZCTA5 95604,,,95604
ZCTA5 95322,8600000US95322,42358,7772,ZCTA5 95322,,,95322
ZCTA5 95372,8600000US95372,77332,16571,ZCTA5 95372,,,95372
ZCTA5 95421,8600000US95421,51838,9396,ZCTA5 95421,,,95421
ZCTA5 95442,8600000US95442,82566,46344,ZCTA5 95442,,,95442
ZCTA5 95635,8600000US95635,39554,25531,ZCTA5 95635,,,95635
ZCTA5 95351,8600000US95351,38954,2155,ZCTA5 95351,,,95351
ZCTA5 95652,8600000US95652,27208,26468,ZCTA5 95652,,,95652
ZCTA5 95053,8600000US95053,-666666666,-222222222,ZCTA5 95053,-,**,95053
ZCTA5 95724,8600000US95724,-666666666,-222222222,ZCTA5 95724,-,**,95724
ZCTA5 95915,8600000US95915,-666666666,-222222222,ZCTA5 95915,-,**,95915
ZCTA5 95075,8600000US95075,70893,16579,ZCTA5 95075,,,95075
ZCTA5 95645,8600000US95645,41607,9048,ZCTA5 95645,,,95645
ZCTA5 95458,8600000US95458,31765,10174,ZCTA5 95458,,,95458
ZCTA5 95553,8600000US95553,26120,20520,ZCTA5 95553,,,95553
ZCTA5 95610,8600000US95610,54385,2757,ZCTA5 95610,,,95610
ZCTA5 95361,8600000US95361,59827,4920,ZCTA5 95361,,,95361
ZCTA5 95457,8600000US95457,48388,11571,ZCTA5 95457,,,95457
ZCTA5 95545,8600000US95545,-666666666,-222222222,ZCTA5 95545,-,**,95545
ZCTA5 95616,8600000US95616,50000,3080,ZCTA5 95616,,,95616
ZCTA5 95391,8600000US95391,120196,4862,ZCTA5 95391,,,95391
ZCTA5 95679,8600000US95679,-666666666,-222222222,ZCTA5 95679,-,**,95679
ZCTA5 95697,8600000US95697,-666666666,-222222222,ZCTA5 95697,-,**,95697
ZCTA5 95467,8600000US95467,63079,6756,ZCTA5 95467,,,95467
ZCTA5 95234,8600000US95234,-666666666,-222222222,ZCTA5 95234,-,**,95234
ZCTA5 95211,8600000US95211,-666666666,-222222222,ZCTA5 95211,-,**,95211
ZCTA5 95757,8600000US95757,95316,3839,ZCTA5 95757,,,95757
ZCTA5 95680,8600000US95680,-666666666,-222222222,ZCTA5 95680,-,**,95680
ZCTA5 95054,8600000US95054,140890,8874,ZCTA5 95054,,,95054
ZCTA5 95219,8600000US95219,81049,7467,ZCTA5 95219,,,95219
ZCTA5 95355,8600000US95355,61570,5436,ZCTA5 95355,,,95355
ZCTA5 95450,8600000US95450,56786,34963,ZCTA5 95450,,,95450
ZCTA5 95589,8600000US95589,53063,26423,ZCTA5 95589,,,95589
ZCTA5 95304,8600000US95304,85035,17088,ZCTA5 95304,,,95304
ZCTA5 95377,8600000US95377,99411,4086,ZCTA5 95377,,,95377
ZCTA5 95486,8600000US95486,-666666666,-222222222,ZCTA5 95486,-,**,95486
ZCTA5 95699,8600000US95699,113300,42348,ZCTA5 95699,,,95699
ZCTA5 95811,8600000US95811,43175,6652,ZCTA5 95811,,,95811
ZCTA5 95248,8600000US95248,30903,19222,ZCTA5 95248,,,95248
ZCTA5 79366,8600000US79366,97368,7861,ZCTA5 79366,,,79366
ZCTA5 79347,8600000US79347,42904,7641,ZCTA5 79347,,,79347
ZCTA5 79379,8600000US79379,63611,12144,ZCTA5 79379,,,79379
ZCTA5 79360,8600000US79360,57654,5935,ZCTA5 79360,,,79360
ZCTA5 79377,8600000US79377,66875,19475,ZCTA5 79377,,,79377
ZCTA5 79381,8600000US79381,51250,6508,ZCTA5 79381,,,79381
ZCTA5 79382,8600000US79382,66117,9167,ZCTA5 79382,,,79382
ZCTA5 79415,8600000US79415,29223,2757,ZCTA5 79415,,,79415
ZCTA5 79508,8600000US79508,76989,43566,ZCTA5 79508,,,79508
ZCTA5 79512,8600000US79512,51968,2700,ZCTA5 79512,,,79512
ZCTA5 79527,8600000US79527,52938,18790,ZCTA5 79527,,,79527
ZCTA5 79532,8600000US79532,61071,32662,ZCTA5 79532,,,79532
ZCTA5 79540,8600000US79540,87813,38832,ZCTA5 79540,,,79540
ZCTA5 79541,8600000US79541,-666666666,-222222222,ZCTA5 79541,-,**,79541
ZCTA5 79701,8600000US79701,57758,3560,ZCTA5 79701,,,79701
ZCTA5 79748,8600000US79748,47125,31490,ZCTA5 79748,,,79748
ZCTA5 79754,8600000US79754,75000,32983,ZCTA5 79754,,,79754
ZCTA5 79783,8600000US79783,112639,65048,ZCTA5 79783,,,79783
ZCTA5 79842,8600000US79842,48438,13525,ZCTA5 79842,,,79842
ZCTA5 79907,8600000US79907,31031,1314,ZCTA5 79907,,,79907
ZCTA5 79567,8600000US79567,40680,4744,ZCTA5 79567,,,79567
ZCTA5 79719,8600000US79719,44750,12072,ZCTA5 79719,,,79719
ZCTA5 79730,8600000US79730,43940,3864,ZCTA5 79730,,,79730
ZCTA5 79756,8600000US79756,66974,7780,ZCTA5 79756,,,79756
ZCTA5 79759,8600000US79759,-666666666,-222222222,ZCTA5 79759,-,**,79759
ZCTA5 79765,8600000US79765,95551,8612,ZCTA5 79765,,,79765
ZCTA5 79109,8600000US79109,56396,2857,ZCTA5 79109,,,79109
ZCTA5 79225,8600000US79225,49779,5685,ZCTA5 79225,,,79225
ZCTA5 79226,8600000US79226,44758,7562,ZCTA5 79226,,,79226
ZCTA5 79227,8600000US79227,49583,15449,ZCTA5 79227,,,79227
ZCTA5 79234,8600000US79234,33750,33049,ZCTA5 79234,,,79234
ZCTA5 79248,8600000US79248,32227,4343,ZCTA5 79248,,,79248
ZCTA5 79251,8600000US79251,-666666666,-222222222,ZCTA5 79251,-,**,79251
ZCTA5 79256,8600000US79256,36000,8932,ZCTA5 79256,,,79256
ZCTA5 79257,8600000US79257,44706,11249,ZCTA5 79257,,,79257
ZCTA5 79261,8600000US79261,38571,9755,ZCTA5 79261,,,79261
ZCTA5 79336,8600000US79336,49332,3844,ZCTA5 79336,,,79336
ZCTA5 79339,8600000US79339,41402,6063,ZCTA5 79339,,,79339
ZCTA5 79344,8600000US79344,34688,33701,ZCTA5 79344,,,79344
ZCTA5 79781,8600000US79781,44432,20877,ZCTA5 79781,,,79781
ZCTA5 79785,8600000US79785,-666666666,-222222222,ZCTA5 79785,-,**,79785
ZCTA5 79831,8600000US79831,-666666666,-222222222,ZCTA5 79831,-,**,79831
ZCTA5 79843,8600000US79843,41333,9058,ZCTA5 79843,,,79843
ZCTA5 79124,8600000US79124,87546,10498,ZCTA5 79124,,,79124
ZCTA5 79062,8600000US79062,66250,16202,ZCTA5 79062,,,79062
ZCTA5 79091,8600000US79091,-666666666,-222222222,ZCTA5 79091,-,**,79091
ZCTA5 79244,8600000US79244,43750,14575,ZCTA5 79244,,,79244
ZCTA5 79237,8600000US79237,31528,12059,ZCTA5 79237,,,79237
ZCTA5 79346,8600000US79346,36169,3600,ZCTA5 79346,,,79346
ZCTA5 79351,8600000US79351,46920,7766,ZCTA5 79351,,,79351
ZCTA5 79749,8600000US79749,80750,29728,ZCTA5 79749,,,79749
ZCTA5 79755,8600000US79755,40486,6463,ZCTA5 79755,,,79755
ZCTA5 79764,8600000US79764,50827,3207,ZCTA5 79764,,,79764
ZCTA5 79788,8600000US79788,51250,19844,ZCTA5 79788,,,79788
ZCTA5 79789,8600000US79789,70909,12940,ZCTA5 79789,,,79789
ZCTA5 79849,8600000US79849,27555,5061,ZCTA5 79849,,,79849
ZCTA5 79851,8600000US79851,36083,11299,ZCTA5 79851,,,79851
ZCTA5 79010,8600000US79010,-666666666,-222222222,ZCTA5 79010,-,**,79010
ZCTA5 79036,8600000US79036,53058,3418,ZCTA5 79036,,,79036
ZCTA5 79355,8600000US79355,57375,11446,ZCTA5 79355,,,79355
ZCTA5 79356,8600000US79356,52857,4397,ZCTA5 79356,,,79356
ZCTA5 79363,8600000US79363,65845,11979,ZCTA5 79363,,,79363
ZCTA5 79376,8600000US79376,-666666666,-222222222,ZCTA5 79376,-,**,79376
ZCTA5 79414,8600000US79414,39165,3230,ZCTA5 79414,,,79414
ZCTA5 79423,8600000US79423,63837,4260,ZCTA5 79423,,,79423
ZCTA5 79424,8600000US79424,78892,5462,ZCTA5 79424,,,79424
ZCTA5 79511,8600000US79511,58958,16883,ZCTA5 79511,,,79511
ZCTA5 79517,8600000US79517,92604,71254,ZCTA5 79517,,,79517
ZCTA5 79521,8600000US79521,46270,5360,ZCTA5 79521,,,79521
ZCTA5 79530,8600000US79530,62813,27320,ZCTA5 79530,,,79530
ZCTA5 79536,8600000US79536,50636,11861,ZCTA5 79536,,,79536
ZCTA5 79561,8600000US79561,48382,8051,ZCTA5 79561,,,79561
ZCTA5 79043,8600000US79043,43333,6321,ZCTA5 79043,,,79043
ZCTA5 79032,8600000US79032,74375,31388,ZCTA5 79032,,,79032
ZCTA5 79033,8600000US79033,-666666666,-222222222,ZCTA5 79033,-,**,79033
ZCTA5 79042,8600000US79042,38929,6995,ZCTA5 79042,,,79042
ZCTA5 79011,8600000US79011,83194,19899,ZCTA5 79011,,,79011
ZCTA5 79012,8600000US79012,109628,25974,ZCTA5 79012,,,79012
ZCTA5 79022,8600000US79022,54047,9265,ZCTA5 79022,,,79022
ZCTA5 79031,8600000US79031,51964,6232,ZCTA5 79031,,,79031
ZCTA5 79083,8600000US79083,42625,5841,ZCTA5 79083,,,79083
ZCTA5 79239,8600000US79239,22188,14931,ZCTA5 79239,,,79239
ZCTA5 79241,8600000US79241,54185,9285,ZCTA5 79241,,,79241
ZCTA5 79316,8600000US79316,41406,5572,ZCTA5 79316,,,79316
ZCTA5 79331,8600000US79331,42513,4492,ZCTA5 79331,,,79331
ZCTA5 79350,8600000US79350,45250,18926,ZCTA5 79350,,,79350
ZCTA5 79357,8600000US79357,40030,3525,ZCTA5 79357,,,79357
ZCTA5 79369,8600000US79369,34167,25437,ZCTA5 79369,,,79369
ZCTA5 79410,8600000US79410,43408,4519,ZCTA5 79410,,,79410
ZCTA5 79416,8600000US79416,48594,4638,ZCTA5 79416,,,79416
ZCTA5 79519,8600000US79519,39375,27595,ZCTA5 79519,,,79519
ZCTA5 79520,8600000US79520,49886,10321,ZCTA5 79520,,,79520
ZCTA5 79529,8600000US79529,46118,4832,ZCTA5 79529,,,79529
ZCTA5 79534,8600000US79534,13333,12687,ZCTA5 79534,,,79534
ZCTA5 79538,8600000US79538,43750,27756,ZCTA5 79538,,,79538
ZCTA5 79553,8600000US79553,38958,9364,ZCTA5 79553,,,79553
ZCTA5 79563,8600000US79563,37167,11021,ZCTA5 79563,,,79563
ZCTA5 79565,8600000US79565,60417,12887,ZCTA5 79565,,,79565
ZCTA5 79601,8600000US79601,38691,2237,ZCTA5 79601,,,79601
ZCTA5 79603,8600000US79603,38427,3019,ZCTA5 79603,,,79603
ZCTA5 79734,8600000US79734,47102,10253,ZCTA5 79734,,,79734
ZCTA5 79743,8600000US79743,75000,34850,ZCTA5 79743,,,79743
ZCTA5 79761,8600000US79761,53722,3999,ZCTA5 79761,,,79761
ZCTA5 79330,8600000US79330,204250,174320,ZCTA5 79330,,,79330
ZCTA5 79252,8600000US79252,35865,3858,ZCTA5 79252,,,79252
ZCTA5 79322,8600000US79322,35651,3166,ZCTA5 79322,,,79322
ZCTA5 79325,8600000US79325,49861,9031,ZCTA5 79325,,,79325
ZCTA5 79353,8600000US79353,48750,34994,ZCTA5 79353,,,79353
ZCTA5 79358,8600000US79358,54063,8608,ZCTA5 79358,,,79358
ZCTA5 79378,8600000US79378,56750,22440,ZCTA5 79378,,,79378
ZCTA5 79403,8600000US79403,39639,4890,ZCTA5 79403,,,79403
ZCTA5 79404,8600000US79404,32393,4503,ZCTA5 79404,,,79404
ZCTA5 79407,8600000US79407,43981,6040,ZCTA5 79407,,,79407
ZCTA5 79412,8600000US79412,36584,5253,ZCTA5 79412,,,79412
ZCTA5 79413,8600000US79413,48898,2539,ZCTA5 79413,,,79413
ZCTA5 79502,8600000US79502,45625,16203,ZCTA5 79502,,,79502
ZCTA5 79504,8600000US79504,45089,7863,ZCTA5 79504,,,79504
ZCTA5 80444,8600000US80444,61094,14779,ZCTA5 80444,,,80444
ZCTA5 80427,8600000US80427,45938,7725,ZCTA5 80427,,,80427
ZCTA5 80432,8600000US80432,-666666666,-222222222,ZCTA5 80432,-,**,80432
ZCTA5 80442,8600000US80442,48629,9397,ZCTA5 80442,,,80442
ZCTA5 80454,8600000US80454,83194,17329,ZCTA5 80454,,,80454
ZCTA5 80455,8600000US80455,65500,36934,ZCTA5 80455,,,80455
ZCTA5 80456,8600000US80456,55135,13900,ZCTA5 80456,,,80456
ZCTA5 80457,8600000US80457,93929,50405,ZCTA5 80457,,,80457
ZCTA5 80476,8600000US80476,63750,16935,ZCTA5 80476,,,80476
ZCTA5 80479,8600000US80479,-666666666,-222222222,ZCTA5 80479,-,**,80479
ZCTA5 80482,8600000US80482,85061,53641,ZCTA5 80482,,,80482
ZCTA5 80483,8600000US80483,51923,21226,ZCTA5 80483,,,80483
ZCTA5 80487,8600000US80487,71510,3902,ZCTA5 80487,,,80487
ZCTA5 80498,8600000US80498,68196,23076,ZCTA5 80498,,,80498
ZCTA5 80512,8600000US80512,42007,27724,ZCTA5 80512,,,80512
ZCTA5 80525,8600000US80525,69941,3131,ZCTA5 80525,,,80525
ZCTA5 80526,8600000US80526,61971,2638,ZCTA5 80526,,,80526
ZCTA5 80535,8600000US80535,60903,13271,ZCTA5 80535,,,80535
ZCTA5 80537,8600000US80537,62675,4006,ZCTA5 80537,,,80537
ZCTA5 80538,8600000US80538,64808,2975,ZCTA5 80538,,,80538
ZCTA5 80601,8600000US80601,67817,5886,ZCTA5 80601,,,80601
ZCTA5 80611,8600000US80611,78824,6200,ZCTA5 80611,,,80611
ZCTA5 80642,8600000US80642,69420,18079,ZCTA5 80642,,,80642
ZCTA5 80652,8600000US80652,25189,21498,ZCTA5 80652,,,80652
ZCTA5 80727,8600000US80727,41905,2923,ZCTA5 80727,,,80727
ZCTA5 80728,8600000US80728,54338,7101,ZCTA5 80728,,,80728
ZCTA5 80743,8600000US80743,49688,12760,ZCTA5 80743,,,80743
ZCTA5 80801,8600000US80801,41000,16877,ZCTA5 80801,,,80801
ZCTA5 80802,8600000US80802,67639,34286,ZCTA5 80802,,,80802
ZCTA5 80809,8600000US80809,60278,18613,ZCTA5 80809,,,80809
ZCTA5 80812,8600000US80812,46250,25916,ZCTA5 80812,,,80812
ZCTA5 80814,8600000US80814,70394,5567,ZCTA5 80814,,,80814
ZCTA5 80822,8600000US80822,64167,33741,ZCTA5 80822,,,80822
ZCTA5 80829,8600000US80829,66829,13411,ZCTA5 80829,,,80829
ZCTA5 80830,8600000US80830,53571,11833,ZCTA5 80830,,,80830
ZCTA5 80910,8600000US80910,37681,2064,ZCTA5 80910,,,80910
ZCTA5 80005,8600000US80005,96949,4845,ZCTA5 80005,,,80005
ZCTA5 80014,8600000US80014,53986,2109,ZCTA5 80014,,,80014
ZCTA5 80019,8600000US80019,77531,12027,ZCTA5 80019,,,80019
ZCTA5 80020,8600000US80020,84089,2841,ZCTA5 80020,,,80020
ZCTA5 80112,8600000US80112,91458,5242,ZCTA5 80112,,,80112
ZCTA5 80127,8600000US80127,104827,2411,ZCTA5 80127,,,80127
ZCTA5 80132,8600000US80132,126619,10345,ZCTA5 80132,,,80132
ZCTA5 80202,8600000US80202,83750,11192,ZCTA5 80202,,,80202
ZCTA5 80003,8600000US80003,62307,3019,ZCTA5 80003,,,80003
ZCTA5 80012,8600000US80012,49658,1524,ZCTA5 80012,,,80012
ZCTA5 80216,8600000US80216,48125,6439,ZCTA5 80216,,,80216
ZCTA5 80222,8600000US80222,54080,4055,ZCTA5 80222,,,80222
ZCTA5 80223,8600000US80223,48066,3032,ZCTA5 80223,,,80223
ZCTA5 80234,8600000US80234,66959,2954,ZCTA5 80234,,,80234
ZCTA5 80235,8600000US80235,59787,9034,ZCTA5 80235,,,80235
ZCTA5 80239,8600000US80239,54346,3164,ZCTA5 80239,,,80239
ZCTA5 80294,8600000US80294,-666666666,-222222222,ZCTA5 80294,-,**,80294
ZCTA5 80435,8600000US80435,75924,16960,ZCTA5 80435,,,80435
ZCTA5 80467,8600000US80467,53452,6257,ZCTA5 80467,,,80467
ZCTA5 80469,8600000US80469,46141,9068,ZCTA5 80469,,,80469
ZCTA5 80510,8600000US80510,49656,37798,ZCTA5 80510,,,80510
ZCTA5 80516,8600000US80516,112113,2984,ZCTA5 80516,,,80516
ZCTA5 80929,8600000US80929,44375,37352,ZCTA5 80929,,,80929
ZCTA5 80643,8600000US80643,73125,13664,ZCTA5 80643,,,80643
ZCTA5 80532,8600000US80532,-666666666,-222222222,ZCTA5 80532,-,**,80532
ZCTA5 80631,8600000US80631,41476,1436,ZCTA5 80631,,,80631
ZCTA5 80640,8600000US80640,79596,6906,ZCTA5 80640,,,80640
ZCTA5 80650,8600000US80650,62802,18490,ZCTA5 80650,,,80650
ZCTA5 80705,8600000US80705,35982,6658,ZCTA5 80705,,,80705
ZCTA5 80737,8600000US80737,54038,2768,ZCTA5 80737,,,80737
ZCTA5 80741,8600000US80741,49167,11784,ZCTA5 80741,,,80741
ZCTA5 80759,8600000US80759,44496,5243,ZCTA5 80759,,,80759
ZCTA5 80813,8600000US80813,44583,6035,ZCTA5 80813,,,80813
ZCTA5 80823,8600000US80823,48542,28317,ZCTA5 80823,,,80823
ZCTA5 80833,8600000US80833,47935,11613,ZCTA5 80833,,,80833
ZCTA5 80836,8600000US80836,45294,5786,ZCTA5 80836,,,80836
ZCTA5 80840,8600000US80840,70179,14003,ZCTA5 80840,,,80840
ZCTA5 80015,8600000US80015,93231,2772,ZCTA5 80015,,,80015
ZCTA5 80016,8600000US80016,113243,3352,ZCTA5 80016,,,80016
ZCTA5 80024,8600000US80024,33533,11168,ZCTA5 80024,,,80024
ZCTA5 80025,8600000US80025,126806,113890,ZCTA5 80025,,,80025
ZCTA5 80030,8600000US80030,49152,2636,ZCTA5 80030,,,80030
ZCTA5 80104,8600000US80104,92441,5579,ZCTA5 80104,,,80104
ZCTA5 80136,8600000US80136,80943,3274,ZCTA5 80136,,,80136
ZCTA5 80105,8600000US80105,63250,7046,ZCTA5 80105,,,80105
ZCTA5 81101,8600000US81101,35776,4460,ZCTA5 81101,,,81101
ZCTA5 81131,8600000US81131,32386,8545,ZCTA5 81131,,,81131
ZCTA5 81146,8600000US81146,51875,9191,ZCTA5 81146,,,81146
ZCTA5 81422,8600000US81422,37708,10971,ZCTA5 81422,,,81422
ZCTA5 81424,8600000US81424,48167,6950,ZCTA5 81424,,,81424
ZCTA5 81426,8600000US81426,66250,35777,ZCTA5 81426,,,81426
ZCTA5 92808,8600000US92808,121250,6942,ZCTA5 92808,,,92808
ZCTA5 92882,8600000US92882,70235,3209,ZCTA5 92882,,,92882
ZCTA5 92887,8600000US92887,133542,8480,ZCTA5 92887,,,92887
ZCTA5 92327,8600000US92327,35905,32014,ZCTA5 92327,,,92327
ZCTA5 92307,8600000US92307,56579,4999,ZCTA5 92307,,,92307
ZCTA5 92003,8600000US92003,70817,2811,ZCTA5 92003,,,92003
ZCTA5 92021,8600000US92021,54154,2621,ZCTA5 92021,,,92021
ZCTA5 92059,8600000US92059,90203,38346,ZCTA5 92059,,,92059
ZCTA5 92024,8600000US92024,103417,5891,ZCTA5 92024,,,92024
ZCTA5 92028,8600000US92028,64801,4656,ZCTA5 92028,,,92028
ZCTA5 92070,8600000US92070,43333,9418,ZCTA5 92070,,,92070
ZCTA5 92071,8600000US92071,81716,3175,ZCTA5 92071,,,92071
ZCTA5 92101,8600000US92101,60417,4807,ZCTA5 92101,,,92101
ZCTA5 92110,8600000US92110,65211,4113,ZCTA5 92110,,,92110
ZCTA5 92111,8600000US92111,65098,2686,ZCTA5 92111,,,92111
ZCTA5 92119,8600000US92119,79121,4740,ZCTA5 92119,,,92119
ZCTA5 92127,8600000US92127,127227,8278,ZCTA5 92127,,,92127
ZCTA5 92129,8600000US92129,120279,5129,ZCTA5 92129,,,92129
ZCTA5 92201,8600000US92201,42329,1787,ZCTA5 92201,,,92201
ZCTA5 92210,8600000US92210,103365,12794,ZCTA5 92210,,,92210
ZCTA5 92211,8600000US92211,60531,3367,ZCTA5 92211,,,92211
ZCTA5 92241,8600000US92241,30658,3798,ZCTA5 92241,,,92241
ZCTA5 92242,8600000US92242,29714,3405,ZCTA5 92242,,,92242
ZCTA5 92243,8600000US92243,43842,2876,ZCTA5 92243,,,92243
ZCTA5 92251,8600000US92251,83909,5224,ZCTA5 92251,,,92251
ZCTA5 92252,8600000US92252,38405,5321,ZCTA5 92252,,,92252
ZCTA5 92260,8600000US92260,53750,2225,ZCTA5 92260,,,92260
ZCTA5 92266,8600000US92266,27663,22630,ZCTA5 92266,,,92266
ZCTA5 92267,8600000US92267,-666666666,-222222222,ZCTA5 92267,-,**,92267
ZCTA5 92270,8600000US92270,64754,5595,ZCTA5 92270,,,92270
ZCTA5 92276,8600000US92276,41302,6863,ZCTA5 92276,,,92276
ZCTA5 92278,8600000US92278,51528,21832,ZCTA5 92278,,,92278
ZCTA5 92282,8600000US92282,35754,6561,ZCTA5 92282,,,92282
ZCTA5 92304,8600000US92304,-666666666,-222222222,ZCTA5 92304,-,**,92304
ZCTA5 92305,8600000US92305,63594,27711,ZCTA5 92305,,,92305
